Title,Address,lat,lng,level,price,location,Complete_Address,Zip_code
"Apartemen Four Season Residence Luas 209m By Prasetyo Property, Kuningan, Jakarta Selatan","Kuningan, Jakarta Selatan",-6.237116899999999,106.82358999999997,"DKI Jakarta,Jakarta Selatan,Kuningan",444000000,"-6.237116899999999,106.82358999999997","Badan Tenaga Atom Nasional, Kuningan Barat Raya (KH. Abd. Rohim), RW 02, Kuningan Barat, Mampang Prapatan, Jakarta Selatan, JKT, 12940, NKRI",12940
"RUMAH SUNTER AGUNG LUAS 400 M2 HADAP SELATAN, Sunter, Jakarta Utara","Sunter, Jakarta Utara",-6.175445,106.82800429999998,"DKI Jakarta,Jakarta Utara,Sunter",175000000,"-6.175445,106.82800429999998","RW 02, Gambir, Jakarta Pusat, JKT, 10110, NKRI",10110
"Apartemen The Mansion 3 Kamar Tidur Jarang Ada, Kemayoran, Jakarta Pusat","Kemayoran, Jakarta Pusat",-6.161703999999999,106.85498699999994,"DKI Jakarta,Jakarta Pusat,Kemayoran",110000000,"-6.161703999999999,106.85498699999994","PK Futsal, Jalan E, RW 01, Kemayoran, Utan Panjang, Kemayoran, Jakarta Pusat, JKT, 10630, NKRI",10630
"Apartemen Springhill Terrace, Kemayoran, Jakarta Pusat","Kemayoran, Jakarta Pusat",None,None,"DKI Jakarta,Jakarta Pusat,Kemayoran",85000000,,,
"Rumah Minimalis Tropis di Ampera, Ampera, Jakarta Selatan","Ampera, Jakarta Selatan",-6.2835502,106.81919670000002,"DKI Jakarta,Jakarta Selatan,Ampera",336000000,"-6.2835502,106.81919670000002","Jalan Ampera Raya, RW 06, Cilandak Timur, Pasar Minggu, Jakarta Selatan, JKT, 12560, NKRI",12560
"Apartemen Mediterania Garden 2 Tanjung Duren , 2 Bed , 42m2 , Furnish, Central Park, Jakarta Barat","Central Park, Jakarta Barat",-6.1778049,106.7910478,"DKI Jakarta,Jakarta Barat,Central Park",60000000,"-6.1778049,106.7910478","Central Park Mall, Kav.28, Jalan Podomoro Avenue, RW 05, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, JKT, 11470, NKRI",11470
"cluster ekslusif di jantung kota, Kebon Jeruk, Jakarta Barat","Kebon Jeruk, Jakarta Barat",None,None,"DKI Jakarta,Jakarta Barat,Kebon Jeruk",165000000,,,
"Nice house in Kemang Timur, Compound, good maintenance services., Kemang, Jakarta Selatan","Kemang, Jakarta Selatan",None,None,"DKI Jakarta,Jakarta Selatan,Kemang",480480000,,,
"Apartemen Central Park 3BR Luas 100m2 Harga 250 Juta Pertahun Nego, Central Park, Jakarta Barat","Central Park, Jakarta Barat",-6.178323499999999,106.79036930000007,"DKI Jakarta,Jakarta Barat,Central Park",250000000,"-6.178323499999999,106.79036930000007","Pullman Hotel Jakarta Central Park, Jalan Podomoro Avenue, RW 06, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, JKT, 11470, NKRI",11470
"Apartemen Pondok Indah Residence 1BR Full Furnished, Pondok Indah, Jakarta Selatan","Pondok Indah, Jakarta Selatan",-6.275391399999999,106.7820365,"DKI Jakarta,Jakarta Selatan,Pondok Indah",257421000,"-6.275391399999999,106.7820365","Metro Alam III, Jalan Metro Pondok Indah, RW 03, Pondok Pinang, Kebayoran Lama, Jakarta Selatan, JKT, 12310, NKRI",12310
