Address,lat,lng,price,Installment,level,title,location,Complete_Address,Zip_code
"Kalisari, Jakarta Timur",None,None,3900000000,22380000,"DKI Jakarta,Jakarta Timur,Kalisari","Rumah Dalam Townhouse Kalisari Pasar Rebo Jakarta Timur, Kalisari, Jakarta Timur",,,
"Pejaten, Jakarta Selatan",-6.2781483,106.84242010000003,60000000000,344290000,"DKI Jakarta,Jakarta Selatan,Pejaten","Rumah lama dengan halaman sangat luas dan nyaman, Pejaten, Jakarta Selatan","-6.2781483,106.84242010000003","Jalan Pejaten Raya, RW 05, Pejaten Barat, Pasar Minggu, Jakarta Selatan, JKT, 12510, NKRI",12510
"Jagakarsa, Jakarta Selatan",None,None,1000000000,5740000,"DKI Jakarta,Jakarta Selatan,Jagakarsa","rumah mewah siap huni dalam cluster dekat stasiun lenteng agung, Jagakarsa, Jakarta Selatan",,,
"Menteng Dalam, Jakarta Selatan",-6.2341533,106.84644379999997,40000000000,229530000,"DKI Jakarta,Jakarta Selatan,Menteng Dalam","Rumah Lama Dan Terawat Lokasi Belakang Bidakara,HITUNG TANAH., Menteng Dalam, Jakarta Selatan","-6.2341533,106.84644379999997","Erha Clinic, Jalan Tebet Barat Dalam, RW 03, Tebet Barat, Tebet, Jakarta Selatan, JKT, 12810, NKRI",12810
"Kebayoran Baru, Jakarta Selatan",-6.24341,106.80189999999993,7000000000,40170000,"DKI Jakarta,Jakarta Selatan,Kebayoran Baru","Rumah hoek,bagus,siap huni di Kebayoran Baru Jakarta Selatan, Kebayoran Baru, Jakarta Selatan","-6.24341,106.80189999999993","Terminal Bus Kota Blok M, Jalan Terminal Blok M, RW 01, Kebayoran Baru, Melawai, Kebayoran Baru, Jakarta Selatan, JKT, 12130, NKRI",12130
"Pejaten, Jakarta Selatan",None,None,4100000000,23530000,"DKI Jakarta,Jakarta Selatan,Pejaten","Rumah Di Pejaten Jakarta Selatan...Turun harga, Pejaten, Jakarta Selatan",,,
"Kebayoran Lama, Jakarta Selatan",-6.250460899999999,106.78665999999998,10500000000,60250000,"DKI Jakarta,Jakarta Selatan,Kebayoran Lama","Rumah Mewah dan Murah di Kebayoran Lama Jakarta Selatan, Kebayoran Lama, Jakarta Selatan","-6.250460899999999,106.78665999999998","SMA Negeri 74 Jakarta, Jalan Dharma Putra XI, RW 12, Kebayoran Lama Selatan, Kebayoran Lama, Jakarta Selatan, JKT, 12240, NKRI",12240
"Ampera, Jakarta Selatan",-6.283456999999999,106.81900640000003,6250000000,35860000,"DKI Jakarta,Jakarta Selatan,Ampera","Rumah Dalam Townhouse Di Ampera Jakarta Selatan., Ampera, Jakarta Selatan","-6.283456999999999,106.81900640000003","Jalan Opek, RW 06, Cilandak Timur, Pasar Minggu, Jakarta Selatan, JKT, 12560, NKRI",12560
"Pondok Labu, Jakarta Selatan",-6.307711,106.79722800000002,2600000000,14920000,"DKI Jakarta,Jakarta Selatan,Pondok Labu","Rumah di Pondok Labu Jakarta Selatan -- Strategis--, Pondok Labu, Jakarta Selatan","-6.307711,106.79722800000002","Musholla Darul Fallah, Gang H. Gering, RT 01, RW 09, Pondok Labu, Cilandak, Jakarta Selatan, JKT, 12450, NKRI",12450
"Rawamangun, Jakarta Timur",None,None,3100000000,17790000,"DKI Jakarta,Jakarta Timur,Rawamangun","Rumah termurah lepas cepat di premier Riviera  Rawamangun Jakarta timur, Rawamangun, Jakarta Timur",,,
"Cilandak, Jakarta Selatan",None,None,4900000000,28120000,"DKI Jakarta,Jakarta Selatan,Cilandak","Rumah Di Terogong Cilandak Jakarta Selatan, Cilandak, Jakarta Selatan",,,
"Central Park, Jakarta Barat",-6.1774664,106.79149689999997,3850000000,22090000,"DKI Jakarta,Jakarta Barat,Central Park","Termurah Central park residence 133sqm 3,85milyar only furnished, Central Park, Jakarta Barat","-6.1774664,106.79149689999997","Central Park Mall, Kav.28, Jalan Podomoro Avenue, RW 05, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, JKT, 11470, NKRI",11470
"Cinere, Jakarta Selatan",None,None,3500000000,20080000,"DKI Jakarta,Jakarta Selatan,Cinere","Rumah Di Cinere Megapolitan Jakarta Selatan, Cinere, Jakarta Selatan",,,
"Jagakarsa, Jakarta Selatan",None,None,1250000000,7170000,"DKI Jakarta,Jakarta Selatan,Jagakarsa","Rumah Di Jagakarsa Jakarta Selatan, Jagakarsa, Jakarta Selatan",,,
"Taman Anggrek, Jakarta Barat",-6.180418,106.78971200000001,2250000000,12910000,"DKI Jakarta,Jakarta Barat,Taman Anggrek","Brand new taman anggrek murah  full furnished, Taman Anggrek, Jakarta Barat","-6.180418,106.78971200000001","Jalan Tanjung Palapa Komplek RRI, RW 01, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, JKT, 11420, NKRI",11420
"Jelambar, Jakarta Barat",-6.159190000000001,106.79319399999997,1700000000,9750000,"DKI Jakarta,Jakarta Barat,Jelambar","*ANA-JELAMBAR* RUMAH UK 3.5x14m DALAM KOMPLEK KAVLING POLRI JELAMBAR, Jelambar, Jakarta Barat","-6.159190000000001,106.79319399999997","Kantor Lurah Grogol, Jalan DR Nurdin Raya, RW 08, Grogol, Grogol Petamburan, Jakarta Barat, JKT, 11450, NKRI",11450
"Jagakarsa, Jakarta Selatan",-6.332805,106.83129600000007,2650000000,15210000,"DKI Jakarta,Jakarta Selatan,Jagakarsa","Rumah Nyaman dan Asri di Jagakarsa, Jagakarsa, Jakarta Selatan","-6.332805,106.83129600000007","Politeknik Tugu Jakarta, Jalan Akesa, RW 01, Jagakarsa, Jakarta Selatan, JKT, 12620, NKRI",12620
"Jelambar, Jakarta Barat",-6.159190000000001,106.79319399999997,3200000000,18360000,"DKI Jakarta,Jakarta Barat,Jelambar","*ANA*RUMAH  2,5 LT UK 6,5x20M LOKASI BAGUS DALAM KOMPLEK KAVLING POLRI JELAMBAR, Jelambar, Jakarta Barat","-6.159190000000001,106.79319399999997","Kantor Lurah Grogol, Jalan DR Nurdin Raya, RW 08, Grogol, Grogol Petamburan, Jakarta Barat, JKT, 11450, NKRI",11450
"Jelambar, Jakarta Barat",-6.159190000000001,106.79319399999997,1700000000,9750000,"DKI Jakarta,Jakarta Barat,Jelambar","ANA-Rumah Minimalis uk 4x15m Kondisi Bagus di Jelambar, Jelambar, Jakarta Barat","-6.159190000000001,106.79319399999997","Kantor Lurah Grogol, Jalan DR Nurdin Raya, RW 08, Grogol, Grogol Petamburan, Jakarta Barat, JKT, 11450, NKRI",11450
"Ciputat, Tangerang",None,None,1150000000,6600000,"Banten,Tangerang,Ciputat","Rumah  Murah cluster legoso dekat dengan UIN dan lebak bulus, Ciputat, Tangerang",,,
"Lubang Buaya, Jakarta Timur",-6.2933,106.90855299999998,925000000,5310000,"DKI Jakarta,Jakarta Timur,Lubang Buaya","RUMAH BARU SIAP HUNI 1 LANTAI DI LUBANG BUAYA, Lubang Buaya, Jakarta Timur","-6.2933,106.90855299999998","RW 02, Lubang Buaya, Cipayung, Jakarta Timur, JKT, 13810, Indonesia",13810
"Cilodong, Depok",-6.175445,106.82800429999998,530000000,3040000,"Jawa Barat,Depok,Cilodong","Rumah Cantik Di Kalimulya Depok, Cilodong, Depok","-6.175445,106.82800429999998","RW 02, Gambir, Jakarta Pusat, JKT, 10110, NKRI",10110
"Kebon Jeruk, Jakarta Barat",-6.175445,106.82800429999998,8253900000,47360000,"DKI Jakarta,Jakarta Barat,Kebon Jeruk","Town house berkonsep Sky Home dekat RCTI Kebun jeruk jakarta barat, Kebon Jeruk, Jakarta Barat","-6.175445,106.82800429999998","RW 02, Gambir, Jakarta Pusat, JKT, 10110, NKRI",10110
"Cassablanca, Jakarta Selatan",-6.2247473,106.84051220000003,1450000000,8320000,"DKI Jakarta,Jakarta Selatan,Cassablanca","Apartemen Keren dan Modern di Casablanca, Cassablanca, Jakarta Selatan","-6.2247473,106.84051220000003","The Park Lane Jakarta, Jalan Raya Casablanca, RW 05, Menteng Dalam, Tebet, Jakarta Selatan, JKT, 12960, NKRI",12960
"Tomang, Jakarta Barat",-6.1721207,106.80264090000003,6500000000,37300000,"DKI Jakarta,Jakarta Barat,Tomang","Rumah Tomang uk. 12x17 rapi siap huni akses 2 mobil Nego, Tomang, Jakarta Barat","-6.1721207,106.80264090000003","Jalan Rawa Kepa IX, RW 12, Tomang, Grogol Petamburan, Jakarta Barat, JKT, 11440, NKRI",11440
"Kuningan, Jakarta Selatan",None,None,98000000000,562340000,"DKI Jakarta,Jakarta Selatan,Kuningan","DIJUAL PATRA KUNINGAN, Kuningan, Jakarta Selatan",,,
"Cipete, Jakarta Selatan",None,None,5000000000,28690000,"DKI Jakarta,Jakarta Selatan,Cipete","Rumah Asri Termurah Dalam Cluster Di Cipete, Jakarta Selatan, Cipete, Jakarta Selatan",,,
"Pejaten, Jakarta Selatan",-6.2781483,106.84242010000003,23000000000,131980000,"DKI Jakarta,Jakarta Selatan,Pejaten","Rumah Hook uk. 860 mewah 2 lantai rapi dan siap huni, Pejaten, Jakarta Selatan","-6.2781483,106.84242010000003","Jalan Pejaten Raya, RW 05, Pejaten Barat, Pasar Minggu, Jakarta Selatan, JKT, 12510, NKRI",12510
"Kelapa Gading, Jakarta Utara",-6.1580795,106.9181532,875000000,5020000,"DKI Jakarta,Jakarta Utara,Kelapa Gading","Apartment 2 Bedroom murah jarang ada!!  Apartment Paladian Park Kelapa Gading, Jakarta Utara, Kelapa Gading, Jakarta Utara","-6.1580795,106.9181532","RT 01, RW 03, Pegangsaan Dua, Kelapa Gading, Jakarta Utara, JKT, 14250, NKRI",14250
"Kemang, Jakarta Selatan",-6.266939,106.82409800000005,12000000000,68860000,"DKI Jakarta,Jakarta Selatan,Kemang","Rumah Kemang 2 lantai rapi siap huni sangat strategis dekat mall, Kemang, Jakarta Selatan","-6.266939,106.82409800000005","Gang Jawara, RW 03, Bangka, Mampang Prapatan, Jakarta Selatan, JKT, 12730, NKRI",12730
"Puri Indah, Jakarta Barat",-6.5211331,106.8502879,2744000000,15750000,"DKI Jakarta,Jakarta Barat,Puri Indah","Cicilan DP 1% Free Furnished + Logam Mulia, Puri Indah, Jakarta Barat","-6.5211331,106.8502879","Sentul, Jabar, 16810, NKRI",16810
"Puri Indah, Jakarta Barat",-6.185759,106.74287049999998,12000000000,68860000,"DKI Jakarta,Jakarta Barat,Puri Indah","Rumah Mewah di  Puri Kembangan ,Pinggir Jalan Raya MURAH Nego Sampe Deal, Puri Indah, Jakarta Barat","-6.185759,106.74287049999998","Jalan Puri Kembang Barat, RW 09, Kembangan Selatan, Kembangan, Jakarta Barat, JKT, 11610, NKRI",11610
"Alam Sutera, Tangerang",-6.175445,106.82800429999998,1600000000,9180000,"Banten,Tangerang,Alam Sutera","Rumah 2 Lantai Sutera Feronia dekat Living world, RS Omni, Lake Club house, Alam Sutera, Tangerang","-6.175445,106.82800429999998","RW 02, Gambir, Jakarta Pusat, JKT, 10110, NKRI",10110
"Jagakarsa, Jakarta Selatan",-6.332805,106.83129600000007,1375000000,7890000,"DKI Jakarta,Jakarta Selatan,Jagakarsa","HUNIAN STRATEGIS MEWAH BEBAS BANJIR, Jagakarsa, Jakarta Selatan","-6.332805,106.83129600000007","Politeknik Tugu Jakarta, Jalan Akesa, RW 01, Jagakarsa, Jakarta Selatan, JKT, 12620, NKRI",12620
"Kemang, Jakarta Selatan",None,None,16500000000,94680000,"DKI Jakarta,Jakarta Selatan,Kemang","Rumah Bagus LT:930/LB:500, Kemang, Jakarta Selatan",,,
"Ampera, Jakarta Selatan",None,None,16500000000,94680000,"DKI Jakarta,Jakarta Selatan,Ampera","Rumah Bagus, Ampera, Jakarta Selatan",,,
"Kebayoran Baru, Jakarta Selatan",None,None,20000000000,114760000,"DKI Jakarta,Jakarta Selatan,Kebayoran Baru","Rumah Bagus di Kebayoran Baru, Kebayoran Baru, Jakarta Selatan",,,
"Ciomas, Bogor",-6.175445,106.82800429999998,549000000,3150000,"Jawa Barat,Bogor,Ciomas","Cukup 10jt All in dapat Rumah di Bogor SIAP HUNI, Ciomas, Bogor","-6.175445,106.82800429999998","RW 02, Gambir, Jakarta Pusat, JKT, 10110, NKRI",10110
"Panglima Polim, Jakarta Selatan",-6.2502045,106.7976357,33000000000,189360000,"DKI Jakarta,Jakarta Selatan,Panglima Polim","Murah. Sudah pasti.Rumah di area premium. Dilengkapi swimming pool. Harga nego, Panglima Polim, Jakarta Selatan","-6.2502045,106.7976357","Btpn, Jalan Panglima Polim Raya, RW 05, Kebayoran Baru, Melawai, Kebayoran Baru, Jakarta Selatan, JKT, 12160, NKRI",12160
"Cirendeu, Jakarta Selatan",-6.2979286,106.76745670000003,2130000000,12220000,"DKI Jakarta,Jakarta Selatan,Cirendeu","Rumah Baru dan Murah. Itu sudah pasti. Rumah dalam townhouse dengan konsep minimalis tahun pembuatan 2018. Harga nego, Cirendeu, Jakarta Selatan","-6.2979286,106.76745670000003","RT 03, RW 02, Cireundeu, Tangerang Selatan, Banten, 15411, NKRI",15411
"Cibubur, Jakarta Timur",-6.356113,106.89511300000004,6000000000,34430000,"DKI Jakarta,Jakarta Timur,Cibubur","Tahun 2019. Rumah baru dengan luas tanah 508 m2. Bangunan Baru. Dalam residence mewah, tenang dan pasti nyaman. Murah sudah pasti. Boleh nego, Cibubur, Jakarta Timur","-6.356113,106.89511300000004","SMK Analis Kesehatan PUSKESAD, Jalan Buntu, RW 01, Munjul, Cipayung, Jakarta Timur, JKT, 13720, NKRI",13720
"Kebagusan, Jakarta Selatan",-6.1767642,106.82712909999998,3050000000,17500000,"DKI Jakarta,Jakarta Selatan,Kebagusan","Rumah ASRI dan NYAMAN di Kebagusan, Jakarta Selatan, Kebagusan, Jakarta Selatan","-6.1767642,106.82712909999998","RW 02, Gambir, Jakarta Pusat, JKT, 10110, NKRI",10110
"Kemayoran, Jakarta Pusat",-6.161703999999999,106.85498699999994,2450000000,14060000,"DKI Jakarta,Jakarta Pusat,Kemayoran","Town Home The Mansion Kemayoran, Tower Capilano Murah, Kemayoran, Jakarta Pusat","-6.161703999999999,106.85498699999994","PK Futsal, Jalan E, RW 01, Kemayoran, Utan Panjang, Kemayoran, Jakarta Pusat, JKT, 10630, NKRI",10630
"Rawamangun, Jakarta Timur",-6.175445,106.82800429999998,3700000000,21230000,"DKI Jakarta,Jakarta Timur,Rawamangun","RUMAH BAGUS DI RAWAMANGUN - TURUN HARGANYA, Rawamangun, Jakarta Timur","-6.175445,106.82800429999998","RW 02, Gambir, Jakarta Pusat, JKT, 10110, NKRI",10110
"Kemayoran, Jakarta Pusat",-6.161703999999999,106.85498699999994,750000000,4300000,"DKI Jakarta,Jakarta Pusat,Kemayoran","The Mansion Kemayoran Tower Capilano Lt 5, Kemayoran, Jakarta Pusat","-6.161703999999999,106.85498699999994","PK Futsal, Jalan E, RW 01, Kemayoran, Utan Panjang, Kemayoran, Jakarta Pusat, JKT, 10630, NKRI",10630
"Rawamangun, Jakarta Timur",-6.196766999999999,106.88852099999997,3700000000,21230000,"DKI Jakarta,Jakarta Timur,Rawamangun","Rumah Furnished di Rawamangun Siap Huni, Rawamangun, Jakarta Timur","-6.196766999999999,106.88852099999997","Jalan Taman Jeruk, RW 07, Rawamangun, Pulo Gadung, Jakarta Timur, JKT, 13250, NKRI",13250
"Cakung, Jakarta Timur",-6.175445,106.82800429999998,2100000000,12050000,"DKI Jakarta,Jakarta Timur,Cakung","Jakarta Garden City Cluster Alamanda, Cakung, Jakarta Timur","-6.175445,106.82800429999998","RW 02, Gambir, Jakarta Pusat, JKT, 10110, NKRI",10110
"Cakung, Jakarta Timur",-6.175445,106.82800429999998,1500000000,8610000,"DKI Jakarta,Jakarta Timur,Cakung","Jakarta Garden City Cluster La Seine, Cakung, Jakarta Timur","-6.175445,106.82800429999998","RW 02, Gambir, Jakarta Pusat, JKT, 10110, NKRI",10110
"Cakung, Jakarta Timur",-6.184854000000001,106.94483600000001,4100000000,23530000,"DKI Jakarta,Jakarta Timur,Cakung","Jakarta Garden City Cluster Palm Spring lebar 10, Cakung, Jakarta Timur","-6.184854000000001,106.94483600000001","RW 02, Cakung Timur, Cakung, Jakarta Timur, JKT, 13910, NKRI",13910
"Cakung, Jakarta Timur",-6.184854000000001,106.94483600000001,1650000000,9470000,"DKI Jakarta,Jakarta Timur,Cakung","Jakarta Garden City Cluster Mississippi, Cakung, Jakarta Timur","-6.184854000000001,106.94483600000001","RW 02, Cakung Timur, Cakung, Jakarta Timur, JKT, 13910, NKRI",13910
"Kemang, Jakarta Selatan",None,None,29400000000,168700000,"DKI Jakarta,Jakarta Selatan,Kemang","Rumah Cantik Dilingkungan Elite, Kemang, Jakarta Selatan",,,
"Cinere, Jakarta Selatan",-6.175445,106.82800429999998,6900000000,39590000,"DKI Jakarta,Jakarta Selatan,Cinere","Rumah di  Villa Cinere Mas - Jl.Uranus 0816855197, Cinere, Jakarta Selatan","-6.175445,106.82800429999998","RW 02, Gambir, Jakarta Pusat, JKT, 10110, NKRI",10110
"Kemayoran, Jakarta Pusat",-6.161703999999999,106.85498699999994,2200000000,12620000,"DKI Jakarta,Jakarta Pusat,Kemayoran","2 Unit Bisa di Gandeng The Mansion Kemayoran Tower Bellavista Lt Sedang, Kemayoran, Jakarta Pusat","-6.161703999999999,106.85498699999994","PK Futsal, Jalan E, RW 01, Kemayoran, Utan Panjang, Kemayoran, Jakarta Pusat, JKT, 10630, NKRI",10630
"Kemayoran, Jakarta Pusat",-6.161703999999999,106.85498699999994,1100000000,6310000,"DKI Jakarta,Jakarta Pusat,Kemayoran","The Mansion Kemayoran Bellavista lantai belasan, Kemayoran, Jakarta Pusat","-6.161703999999999,106.85498699999994","PK Futsal, Jalan E, RW 01, Kemayoran, Utan Panjang, Kemayoran, Jakarta Pusat, JKT, 10630, NKRI",10630
"Kelapa Gading, Jakarta Utara",None,None,10200000000,58530000,"DKI Jakarta,Jakarta Utara,Kelapa Gading","Cepat Rumah Hoek Akses mudah di Gading Kirana Kelapa Gading, Kelapa Gading, Jakarta Utara",,,
"Kelapa Gading, Jakarta Utara",None,None,8100000000,46480000,"DKI Jakarta,Jakarta Utara,Kelapa Gading","Rumah Standart Rapi Jalan Utama Gading Kirana Kelapa Gading, Kelapa Gading, Jakarta Utara",,,
"Sunter, Jakarta Utara",-6.139943000000001,106.85450889999993,6500000000,37300000,"DKI Jakarta,Jakarta Utara,Sunter","Rumah Griya Inti Sentosa, Sunter, Jakarta Utara","-6.139943000000001,106.85450889999993","Griya Inti Sentosa, 39, Jalan Griya Sentosa, RW 20, Sunter Agung, Tanjung Priok, Jakarta Utara, JKT, 14350, NKRI",14350
"Bintaro, Jakarta Selatan",None,None,1750000000,10040000,"DKI Jakarta,Jakarta Selatan,Bintaro","Rumah Cantik depan STAN  Bangunan Kokoh Strategis Bintaro Jaya, Bintaro, Jakarta Selatan",,,
"Bintaro, Jakarta Selatan",None,None,1975000000,11330000,"DKI Jakarta,Jakarta Selatan,Bintaro","Kebayoran Residence Brand New Harga Bagus, Bintaro, Jakarta Selatan",,,
"Lebak Bulus, Jakarta Selatan",-6.3061496441854645,106.7802620306611,6000000000,34430000,"DKI Jakarta,Jakarta Selatan,Lebak Bulus","Rumah Mewah Modern American Classic di Lokasi Strategis, Lebak Bulus, Jakarta Selatan","-6.3061496441854645,106.7802620306611","SD Islam Al Azkar, Jalan Pertanian V, RW 04, Lebak Bulus, Cilandak, Jakarta Selatan, JKT, 12450, NKRI",12450
"Bintaro, Jakarta Selatan",None,None,3400000000,19510000,"DKI Jakarta,Jakarta Selatan,Bintaro","Rumah Hook Asri Modern Siap Huni Di Cluster Hijau, Bintaro, Jakarta Selatan",,,
"Slipi, Jakarta Barat",-6.175445,106.82800429999998,1250000000,7170000,"DKI Jakarta,Jakarta Barat,Slipi","MURAH Taman Anggrek Residence 1 BR, New Full Furnished, View Pool, Harga 1,25M NEGO, Slipi, Jakarta Barat","-6.175445,106.82800429999998","RW 02, Gambir, Jakarta Pusat, JKT, 10110, NKRI",10110
"Lenteng Agung, Jakarta Selatan",-6.328329,106.84033899999997,321140000000,1842760000,"DKI Jakarta,Jakarta Selatan,Lenteng Agung","CLUSTER LENTENG AGUNG JAKARTA SELATAN, Lenteng Agung, Jakarta Selatan","-6.328329,106.84033899999997","SD Negeri Lenteng Agung 06, Jalan Agung Raya II, RW 07, Lenteng Agung, Jagakarsa, Jakarta Selatan, JKT, 12610, NKRI",12610
"Cibubur, Jakarta Timur",-6.356113,106.89511300000004,695000000,3990000,"DKI Jakarta,Jakarta Timur,Cibubur","Rumah asri tanah luas 200m hanya 695JT, Cibubur, Jakarta Timur","-6.356113,106.89511300000004","SMK Analis Kesehatan PUSKESAD, Jalan Buntu, RW 01, Munjul, Cipayung, Jakarta Timur, JKT, 13720, NKRI",13720
"Kelapa Gading, Jakarta Utara",-6.158079499999999,106.9181532,1980000000,11360000,"DKI Jakarta,Jakarta Utara,Kelapa Gading","KODE: 11049 (Hb), Apartemen Gading Residence, Full Furnish, Kelapa Gading, Jakarta Utara","-6.158079499999999,106.9181532","RT 01, RW 03, Pegangsaan Dua, Kelapa Gading, Jakarta Utara, JKT, 14250, NKRI",14250
"Sunter, Jakarta Utara",-6.137170999999999,106.8652366,6500000000,37300000,"DKI Jakarta,Jakarta Utara,Sunter","MINIMALIS STYLE IN PRESTIDGE CLUSTER, Sunter, Jakarta Utara","-6.137170999999999,106.8652366","Jalan Sunter Agung Utara D1, RW 18, Sunter Agung, Tanjung Priok, Jakarta Utara, JKT, 14350, NKRI",14350
"Sunter, Jakarta Utara",None,None,4400000000,25250000,"DKI Jakarta,Jakarta Utara,Sunter","BRAND NEW,GRESS 6X21 3,5LT 4+1KMR ,HDP SELATAN.SHM., Sunter, Jakarta Utara",,,
"Menteng, Jakarta Pusat",-6.196479999999999,106.83777099999998,55500000000,318470000,"DKI Jakarta,Jakarta Pusat,Menteng","Rumah di Menteng Central Loc, Menteng, Jakarta Pusat","-6.196479999999999,106.83777099999998","TK Semai Benih Bangsa & PAUD Mekar, Jalan Sutan Syahrir, RW 05, Menteng, Jakarta Pusat, JKT, 10320, NKRI",10320
"Kemayoran, Jakarta Pusat",-6.148424899999999,106.85159020000003,3300000000,18940000,"DKI Jakarta,Jakarta Pusat,Kemayoran","The royale Springhill, Kemayoran, Jakarta Pusat","-6.148424899999999,106.85159020000003","Jalan Damar, PPK Kemayoran, Pademangan Timur, Pademangan, Jakarta Utara, JKT, 10750, NKRI",10750
"Pesanggarahan, Jakarta Selatan",-6.242501,106.74904700000002,2650000000,15210000,"DKI Jakarta,Jakarta Selatan,Pesanggarahan","Rumah kecil dan kios, Pesanggarahan, Jakarta Selatan","-6.242501,106.74904700000002","SLB BC Sumber Budi, Jalan Inpres III, RW 02, Petukangan Selatan, Pesanggrahan, Jakarta Selatan, JKT, 15155, NKRI",15155
"Pondok Indah, Jakarta Selatan",-6.26792,106.78330099999994,95000000000,545130000,"DKI Jakarta,Jakarta Selatan,Pondok Indah","Rumah Mewah, Pondok Indah, Jakarta Selatan","-6.26792,106.78330099999994","Jalan Metro Alam VI, RW 16, Pondok Pinang, Kebayoran Lama, Jakarta Selatan, JKT, 12310, NKRI",12310
"Kemayoran, Jakarta Pusat",-6.161703999999999,106.85498699999994,520000000,2980000,"DKI Jakarta,Jakarta Pusat,Kemayoran","The Boutique Apartment Kemayoran | Studio | 34 m2 | Jakarta Pusat, Kemayoran, Jakarta Pusat","-6.161703999999999,106.85498699999994","PK Futsal, Jalan E, RW 01, Kemayoran, Utan Panjang, Kemayoran, Jakarta Pusat, JKT, 10630, NKRI",10630
"Kemayoran, Jakarta Pusat",-6.175445,106.82800429999998,850000000,4880000,"DKI Jakarta,Jakarta Pusat,Kemayoran","Apartemen Grand palace Kemayoran | 3BR | 96 m2| Jakarta Pusat, Kemayoran, Jakarta Pusat","-6.175445,106.82800429999998","RW 02, Gambir, Jakarta Pusat, JKT, 10110, NKRI",10110
"Kemayoran, Jakarta Pusat",-6.175445,106.82800429999998,3100000000,17790000,"DKI Jakarta,Jakarta Pusat,Kemayoran","Apartemen Royale Springhill Kemayoran | 165m2 | 2+1 BR | Jakarta Pusat, Kemayoran, Jakarta Pusat","-6.175445,106.82800429999998","RW 02, Gambir, Jakarta Pusat, JKT, 10110, NKRI",10110
"Lebak Bulus, Jakarta Selatan",None,None,8500000000,48770000,"DKI Jakarta,Jakarta Selatan,Lebak Bulus","Rumah Siap Huni Lokasi Tenang di Lebak Bulus, Lebak Bulus, Jakarta Selatan",,,
"Cilandak, Jakarta Selatan",None,None,5750000000,32990000,"DKI Jakarta,Jakarta Selatan,Cilandak","Rumah di Cilandak, Jakarta Selatan, Cilandak, Jakarta Selatan",,,
"Tanah Kusir, Jakarta Selatan",None,None,4900000000,28120000,"DKI Jakarta,Jakarta Selatan,Tanah Kusir","Rumah Lama Lokasi Strategis di Tanah Kusir, Tanah Kusir, Jakarta Selatan",,,
"Cibubur, Jakarta Timur",-6.356113,106.89511300000004,593828750,3410000,"DKI Jakarta,Jakarta Timur,Cibubur","Rumah RE Platinum nuansa alam timur cibubur harga 593jtan, Cibubur, Jakarta Timur","-6.356113,106.89511300000004","SMK Analis Kesehatan PUSKESAD, Jalan Buntu, RW 01, Munjul, Cipayung, Jakarta Timur, JKT, 13720, NKRI",13720
"Rawamangun, Jakarta Timur",-6.175445,106.82800429999998,3100000000,17790000,"DKI Jakarta,Jakarta Timur,Rawamangun","RECOMMENDED Rumah Tinggal Cocok untuk Dokter yang Praktek dekat RSCM dan RS Persahabatan, Rawamangun, Jakarta Timur","-6.175445,106.82800429999998","RW 02, Gambir, Jakarta Pusat, JKT, 10110, NKRI",10110
"Kuningan, Jakarta Selatan",-6.237116899999999,106.82358999999997,2700000000,15490000,"DKI Jakarta,Jakarta Selatan,Kuningan","APARTEMENT DENPASAR RESIDENCE TOWER UBUD, 2BR ,FULLY FURNISHED,LUXURY, Kuningan, Jakarta Selatan","-6.237116899999999,106.82358999999997","Badan Tenaga Atom Nasional, Kuningan Barat Raya (KH. Abd. Rohim), RW 02, Kuningan Barat, Mampang Prapatan, Jakarta Selatan, JKT, 12940, NKRI",12940
"Alam Sutera, Tangerang",-6.229813,106.829548,5341000000,30650000,"Banten,Tangerang,Alam Sutera","TAMAN SUTERA NARADA ALAM SUTERA, ARSITEK YORI ANTAR, PROMO FREE AC , KITCHEN SET, CCTV , IPL 1 TAHUN, Alam Sutera, Tangerang","-6.229813,106.829548","RW 02, Kuningan Timur, Setiabudi, Jakarta Selatan, JKT, 15920, NKRI",15920
"Sentul City, Bogor",-6.568516499999999,106.84687669999994,2500000000,14350000,"Jawa Barat,Bogor,Sentul City","Rumah New Minimalis  Sentul City, Sentul City, Bogor","-6.568516499999999,106.84687669999994","Andalusia, Bellanova Mall, Citaringgul, Jabar, 16710, NKRI",16710
"Cilebut, Bogor",-6.539446300000001,106.79921020000006,1100000000,6310000,"Jawa Barat,Bogor,Cilebut","Cilebut Residence Rumah 2lt Dekat Stasiun Cilebut Dan Toll TDP Hanya 10jt allin, Cilebut, Bogor","-6.539446300000001,106.79921020000006","Kencana, Jabar, 16167, NKRI",16167
"Alam Sutera, Tangerang",-6.2432903,106.6592798,4300000000,24670000,"Banten,Tangerang,Alam Sutera","TAMAN SUTERA NARADA ALAM SUTERA, SEBELAH SEKOLAH SANTA LAURENSIA. PROMO FREE FURNISHED ( AC ,WATER HEATER, KITCHEN SET TOTO, CCTV), Alam Sutera, Tangerang","-6.2432903,106.6592798","Sekolah Santa Laurensia, Jalan Sutera Utama, Alam Sutera, Pakulonan, Tangerang Selatan, Banten, 15325, NKRI",15325
