Address,lat,lng,price,Installment,level,title,location,Complete_Address,Zip_code
"Kemang, Jakarta Selatan",-6.175445,106.82800429999998,7900000000,45330000,"DKI Jakarta,Jakarta Selatan,Kemang","Rumah di Kemang, Jakarta Selatan ~ Furnished ~ Swimming Pool, Kemang, Jakarta Selatan","-6.175445,106.82800429999998","RW 02, Gambir, Jakarta Pusat, JKT, 10110, NKRI",10110
"Senayan, Jakarta Selatan",-6.250460899999999,106.78665999999998,4200000000,24100000,"DKI Jakarta,Jakarta Selatan,Senayan","Apartemen Senayan Residence ~ Fully Furnished ~ Siap Huni, Senayan, Jakarta Selatan","-6.250460899999999,106.78665999999998","SMA Negeri 74 Jakarta, Jalan Dharma Putra XI, RW 12, Kebayoran Lama Selatan, Kebayoran Lama, Jakarta Selatan, JKT, 12240, NKRI",12240
"Pancoran, Jakarta Selatan",None,None,3500000000,None,"DKI Jakarta,Jakarta Selatan,Pancoran",The Loggia,,,
"Kemang, Jakarta Selatan",-6.266939,106.82409800000005,13900000000,79760000,"DKI Jakarta,Jakarta Selatan,Kemang","Kemang/Ampera-Murah ! Rumah 1 lantai halaman luas, Kemang, Jakarta Selatan","-6.266939,106.82409800000005","Gang Jawara, RW 03, Bangka, Mampang Prapatan, Jakarta Selatan, JKT, 12730, NKRI",12730
"Kalideres, Jakarta Barat",-6.0972271,106.6999002,510000000,2930000,"DKI Jakarta,Jakarta Barat,Kalideres","Rumah Murah Minimalis Cambela Permai !!, Kalideres, Jakarta Barat","-6.0972271,106.6999002","Gang H. Rawin, RW 03, Kamal, Kalideres, Jakarta Barat, JKT, 15125, NKRI",15125
"Kemang, Jakarta Selatan",None,None,9950000000,57090000,"DKI Jakarta,Jakarta Selatan,Kemang","Rumah Super Cantik @ Kemang Area Jakarta Selatan., Kemang, Jakarta Selatan",,,
"Mampang Prapatan, Jakarta Selatan",None,None,2500000000,14350000,"DKI Jakarta,Jakarta Selatan,Mampang Prapatan","Dijual Rumah Kos Baru @ Pondok Jaya., Mampang Prapatan, Jakarta Selatan",,,
"Pesanggarahan, Jakarta Selatan",-6.2236577,106.76311280000004,3200000000,18360000,"DKI Jakarta,Jakarta Selatan,Pesanggarahan","permata mediterania pos pengumben jakarta selatan, Pesanggarahan, Jakarta Selatan","-6.2236577,106.76311280000004","RT 01, RW 09, Ulujami, Pesanggrahan, Jakarta Selatan, JKT, 11550., NKRI",11550
"Kemang, Jakarta Selatan",-6.266939,106.82409800000005,6000000000,34430000,"DKI Jakarta,Jakarta Selatan,Kemang","@BANGKA~LB/LT : 350/152 ~FURNISH~6M ,JAKARTA SELATAN, Kemang, Jakarta Selatan","-6.266939,106.82409800000005","Gang Jawara, RW 03, Bangka, Mampang Prapatan, Jakarta Selatan, JKT, 12730, NKRI",12730
"Kemang, Jakarta Selatan",-6.175445,106.82800429999998,3000000000,17210000,"DKI Jakarta,Jakarta Selatan,Kemang","Apartmen Kemang Jaya ~  2 Bedrooms ~ Siap Huni, Kemang, Jakarta Selatan","-6.175445,106.82800429999998","RW 02, Gambir, Jakarta Pusat, JKT, 10110, NKRI",10110
"Kemang, Jakarta Selatan",-6.175445,106.82800429999998,28000000000,160670000,"DKI Jakarta,Jakarta Selatan,Kemang","Rumah di Kemang, Jakarta Selatan ~ Posisi Hoek, Kemang, Jakarta Selatan","-6.175445,106.82800429999998","RW 02, Gambir, Jakarta Pusat, JKT, 10110, NKRI",10110
"Kemang, Jakarta Selatan",-6.175445,106.82800429999998,42000000000,241000000,"DKI Jakarta,Jakarta Selatan,Kemang","Rumah Cantik di Kemang, Jakarta Selatan ~ Siap Huni ~ Taman Luas ~ Swimming Pool, Kemang, Jakarta Selatan","-6.175445,106.82800429999998","RW 02, Gambir, Jakarta Pusat, JKT, 10110, NKRI",10110
"Kebayoran Baru, Jakarta Selatan",-6.175445,106.82800429999998,13000000000,74600000,"DKI Jakarta,Jakarta Selatan,Kebayoran Baru","Rumah di Townhouse Darmawangsa, Jakarta Selatan ~ Security 24 jam, Kebayoran Baru, Jakarta Selatan","-6.175445,106.82800429999998","RW 02, Gambir, Jakarta Pusat, JKT, 10110, NKRI",10110
"Summarecon Bekasi, Bekasi",None,None,3100000000,17790000,"Jawa Barat,Bekasi,Summarecon Bekasi","Rumah Luxury Cantik Siap Huni di Morizen Summarecon Bekasi, Summarecon Bekasi, Bekasi",,,
"Pulogebang, Jakarta Timur",None,None,923763978,None,"DKI Jakarta,Jakarta Timur,Pulogebang",Sentra Timur Residence,,,
"Pondok Kelapa, Jakarta Timur",-6.2457791,106.94054269999992,2900000000,16640000,"DKI Jakarta,Jakarta Timur,Pondok Kelapa","Rumah 3 Lantai Billy Moon Pondok Kelapa Jakarta Timur Strategis Dekat Tol Becakayu, Pondok Kelapa, Jakarta Timur","-6.2457791,106.94054269999992","RW 03, Pondok Kelapa, Duren Sawit, Jakarta Timur, JKT, 17137, Indonesia",17137
"Bintaro, Jakarta Selatan",-6.2678825,106.76179839999999,990000000,5680000,"DKI Jakarta,Jakarta Selatan,Bintaro","Rumah Minimalis Dekat CBD Bintaro Jaya 2 Lantai dan 3 KT, Bintaro, Jakarta Selatan","-6.2678825,106.76179839999999","RW 06, Bintaro, Pesanggrahan, Jakarta Selatan, JKT, 15412, NKRI",15412
"Antasari, Jakarta Selatan",-6.175445,106.82800429999998,48000000000,275430000,"DKI Jakarta,Jakarta Selatan,Antasari","Rumah Mewah Swimming Pool Pinggir Jalan Antasari Cilandak Jakarta Selatan Strategis Dekat Tol Tb Simatupang Dan Tol Desari, Antasari, Jakarta Selatan","-6.175445,106.82800429999998","RW 02, Gambir, Jakarta Pusat, JKT, 10110, NKRI",10110
"Bintaro, Jakarta Selatan",-6.274572,106.76953100000003,5250000000,30130000,"DKI Jakarta,Jakarta Selatan,Bintaro","Rumah Hitung Tanah Bintaro Jakarta Selatan Strategis Dekat Tol Veteran TanahKusiir, Bintaro, Jakarta Selatan","-6.274572,106.76953100000003","RW 05, Pondok Pinang, Kebayoran Lama, Jakarta Selatan, JKT, 12310, NKRI",12310
"Bendungan Hilir, Jakarta Pusat",-6.2059636,106.81931869999994,27320000000,156770000,"DKI Jakarta,Jakarta Pusat,Bendungan Hilir","Rumah Lama Bendungan Hilir Jakarta Pusat Hitung Tanah Harga Murah Lokasi Premium Dekat Sudirman, Bendungan Hilir, Jakarta Pusat","-6.2059636,106.81931869999994","Kantor RW 09, Jalan Pasar Baru Timur V, RT 15, RW 11, Karet Tengsin, Tanah Abang, Jakarta Pusat, JKT, 10220, NKRI",10220
"Kemang, Jakarta Selatan",-6.175445,106.82800429999998,7900000000,45330000,"DKI Jakarta,Jakarta Selatan,Kemang","Rumah di Kemang, Jakarta Selatan ~ Furnished ~ Swimming Pool, Kemang, Jakarta Selatan","-6.175445,106.82800429999998","RW 02, Gambir, Jakarta Pusat, JKT, 10110, NKRI",10110
"Senayan, Jakarta Selatan",-6.250460899999999,106.78665999999998,4200000000,24100000,"DKI Jakarta,Jakarta Selatan,Senayan","Apartemen Senayan Residence ~ Fully Furnished ~ Siap Huni, Senayan, Jakarta Selatan","-6.250460899999999,106.78665999999998","SMA Negeri 74 Jakarta, Jalan Dharma Putra XI, RW 12, Kebayoran Lama Selatan, Kebayoran Lama, Jakarta Selatan, JKT, 12240, NKRI",12240
"Pancoran, Jakarta Selatan",None,None,3500000000,None,"DKI Jakarta,Jakarta Selatan,Pancoran",The Loggia,,,
"Kemang, Jakarta Selatan",-6.266939,106.82409800000005,13900000000,79760000,"DKI Jakarta,Jakarta Selatan,Kemang","Kemang/Ampera-Murah ! Rumah 1 lantai halaman luas, Kemang, Jakarta Selatan","-6.266939,106.82409800000005","Gang Jawara, RW 03, Bangka, Mampang Prapatan, Jakarta Selatan, JKT, 12730, NKRI",12730
"Kalideres, Jakarta Barat",-6.0972271,106.6999002,510000000,2930000,"DKI Jakarta,Jakarta Barat,Kalideres","Rumah Murah Minimalis Cambela Permai !!, Kalideres, Jakarta Barat","-6.0972271,106.6999002","Gang H. Rawin, RW 03, Kamal, Kalideres, Jakarta Barat, JKT, 15125, NKRI",15125
"Kemang, Jakarta Selatan",None,None,9950000000,57090000,"DKI Jakarta,Jakarta Selatan,Kemang","Rumah Super Cantik @ Kemang Area Jakarta Selatan., Kemang, Jakarta Selatan",,,
"Mampang Prapatan, Jakarta Selatan",None,None,2500000000,14350000,"DKI Jakarta,Jakarta Selatan,Mampang Prapatan","Dijual Rumah Kos Baru @ Pondok Jaya., Mampang Prapatan, Jakarta Selatan",,,
"Pesanggarahan, Jakarta Selatan",-6.2236577,106.76311280000004,3200000000,18360000,"DKI Jakarta,Jakarta Selatan,Pesanggarahan","permata mediterania pos pengumben jakarta selatan, Pesanggarahan, Jakarta Selatan","-6.2236577,106.76311280000004","RT 01, RW 09, Ulujami, Pesanggrahan, Jakarta Selatan, JKT, 11550., NKRI",11550
"Kemang, Jakarta Selatan",-6.266939,106.82409800000005,6000000000,34430000,"DKI Jakarta,Jakarta Selatan,Kemang","@BANGKA~LB/LT : 350/152 ~FURNISH~6M ,JAKARTA SELATAN, Kemang, Jakarta Selatan","-6.266939,106.82409800000005","Gang Jawara, RW 03, Bangka, Mampang Prapatan, Jakarta Selatan, JKT, 12730, NKRI",12730
"Kemang, Jakarta Selatan",-6.175445,106.82800429999998,3000000000,17210000,"DKI Jakarta,Jakarta Selatan,Kemang","Apartmen Kemang Jaya ~  2 Bedrooms ~ Siap Huni, Kemang, Jakarta Selatan","-6.175445,106.82800429999998","RW 02, Gambir, Jakarta Pusat, JKT, 10110, NKRI",10110
"Kemang, Jakarta Selatan",-6.175445,106.82800429999998,28000000000,160670000,"DKI Jakarta,Jakarta Selatan,Kemang","Rumah di Kemang, Jakarta Selatan ~ Posisi Hoek, Kemang, Jakarta Selatan","-6.175445,106.82800429999998","RW 02, Gambir, Jakarta Pusat, JKT, 10110, NKRI",10110
"Kemang, Jakarta Selatan",-6.175445,106.82800429999998,42000000000,241000000,"DKI Jakarta,Jakarta Selatan,Kemang","Rumah Cantik di Kemang, Jakarta Selatan ~ Siap Huni ~ Taman Luas ~ Swimming Pool, Kemang, Jakarta Selatan","-6.175445,106.82800429999998","RW 02, Gambir, Jakarta Pusat, JKT, 10110, NKRI",10110
"Kebayoran Baru, Jakarta Selatan",-6.175445,106.82800429999998,13000000000,74600000,"DKI Jakarta,Jakarta Selatan,Kebayoran Baru","Rumah di Townhouse Darmawangsa, Jakarta Selatan ~ Security 24 jam, Kebayoran Baru, Jakarta Selatan","-6.175445,106.82800429999998","RW 02, Gambir, Jakarta Pusat, JKT, 10110, NKRI",10110
"Summarecon Bekasi, Bekasi",None,None,3100000000,17790000,"Jawa Barat,Bekasi,Summarecon Bekasi","Rumah Luxury Cantik Siap Huni di Morizen Summarecon Bekasi, Summarecon Bekasi, Bekasi",,,
"Pulogebang, Jakarta Timur",None,None,923763978,None,"DKI Jakarta,Jakarta Timur,Pulogebang",Sentra Timur Residence,,,
"Pondok Kelapa, Jakarta Timur",-6.2457791,106.94054269999992,2900000000,16640000,"DKI Jakarta,Jakarta Timur,Pondok Kelapa","Rumah 3 Lantai Billy Moon Pondok Kelapa Jakarta Timur Strategis Dekat Tol Becakayu, Pondok Kelapa, Jakarta Timur","-6.2457791,106.94054269999992","RW 03, Pondok Kelapa, Duren Sawit, Jakarta Timur, JKT, 17137, Indonesia",17137
"Bintaro, Jakarta Selatan",-6.2678825,106.76179839999999,990000000,5680000,"DKI Jakarta,Jakarta Selatan,Bintaro","Rumah Minimalis Dekat CBD Bintaro Jaya 2 Lantai dan 3 KT, Bintaro, Jakarta Selatan","-6.2678825,106.76179839999999","RW 06, Bintaro, Pesanggrahan, Jakarta Selatan, JKT, 15412, NKRI",15412
"Antasari, Jakarta Selatan",-6.175445,106.82800429999998,48000000000,275430000,"DKI Jakarta,Jakarta Selatan,Antasari","Rumah Mewah Swimming Pool Pinggir Jalan Antasari Cilandak Jakarta Selatan Strategis Dekat Tol Tb Simatupang Dan Tol Desari, Antasari, Jakarta Selatan","-6.175445,106.82800429999998","RW 02, Gambir, Jakarta Pusat, JKT, 10110, NKRI",10110
"Bintaro, Jakarta Selatan",-6.274572,106.76953100000003,5250000000,30130000,"DKI Jakarta,Jakarta Selatan,Bintaro","Rumah Hitung Tanah Bintaro Jakarta Selatan Strategis Dekat Tol Veteran TanahKusiir, Bintaro, Jakarta Selatan","-6.274572,106.76953100000003","RW 05, Pondok Pinang, Kebayoran Lama, Jakarta Selatan, JKT, 12310, NKRI",12310
"Bendungan Hilir, Jakarta Pusat",-6.2059636,106.81931869999994,27320000000,156770000,"DKI Jakarta,Jakarta Pusat,Bendungan Hilir","Rumah Lama Bendungan Hilir Jakarta Pusat Hitung Tanah Harga Murah Lokasi Premium Dekat Sudirman, Bendungan Hilir, Jakarta Pusat","-6.2059636,106.81931869999994","Kantor RW 09, Jalan Pasar Baru Timur V, RT 15, RW 11, Karet Tengsin, Tanah Abang, Jakarta Pusat, JKT, 10220, NKRI",10220
"Mampang Prapatan, Jakarta Selatan",-6.2531649,106.82689649999998,18000000000,103290000,"DKI Jakarta,Jakarta Selatan,Mampang Prapatan","Rumah Kost Baru Full Furnish Mampang Prapatan Jakarta Selatan Isi Full Strategis Dekat Rasuna Said Kuningan Jakarta, Mampang Prapatan, Jakarta Selatan","-6.2531649,106.82689649999998","RW 05, Duren Tiga, Pancoran, Jakarta Selatan, JKT, 12790, NKRI",12790
"Tebet, Jakarta Selatan",-6.225889,106.85682559999998,11000000000,63120000,"DKI Jakarta,Jakarta Selatan,Tebet","Rumah Lama 1 Lantai Hitung Tanah Di Tebet Asem Baris Jakarta Selatan Setrategis Dekat MT Haryono, Tebet, Jakarta Selatan","-6.225889,106.85682559999998","Bebek Kaleyo, Jalan KH Abdullah Syafe'i, RW 01, Tebet Timur, Tebet, Jakarta Selatan, JKT, 12840, NKRI",12840
"Pondok Kelapa, Jakarta Timur",-6.2457791,106.94054269999992,7950000000,45620000,"DKI Jakarta,Jakarta Timur,Pondok Kelapa","Rumah Mewah Pondok Kelapa Curug Duren Sawit Jakarta Timur 3 Lantai Lingkungan Nyaman Halaman luas Strategis Dekat Tol Becakayu., Pondok Kelapa, Jakarta Timur","-6.2457791,106.94054269999992","RW 03, Pondok Kelapa, Duren Sawit, Jakarta Timur, JKT, 17137, Indonesia",17137
"Kebayoran Baru, Jakarta Selatan",-6.245697400000001,106.80890060000002,14000000000,80330000,"DKI Jakarta,Jakarta Selatan,Kebayoran Baru","Rumah Clasic Kebayoran Baru Jakarta Selatan Lokasi Premium Dekat Melawai Blok M, Kebayoran Baru, Jakarta Selatan","-6.245697400000001,106.80890060000002","Jalan Nipah IX, RT 08, RW 01, Petogogan, Kebayoran Baru, Jakarta Selatan, JKT, 12170, NKRI",12170
"Kemang, Jakarta Selatan",-6.1760542,106.8271456,5000000000,29260000,"DKI Jakarta,Jakarta Selatan,Kemang","Apartemen Kemang Village ~Tower Ritz ~ 2Bedrooms ~ Private Lift, Kemang, Jakarta Selatan","-6.1760542,106.8271456","RW 02, Gambir, Jakarta Pusat, JKT, 10110, NKRI",10110
"Bangka, Jakarta Selatan",-6.24566538509,106.81553777307,18500000000,106160000,"DKI Jakarta,Jakarta Selatan,Bangka","Rumah Komercial Di Jalan Raya Utama, Bangka, Jakarta Selatan","-6.24566538509,106.81553777307","Pasar Bangka, Jalan Bangka III, RW 02, Pela Mampang, Mampang Prapatan, Jakarta Selatan, JKT, 12710, NKRI",12710
"Cipete, Jakarta Selatan",-6.175445,106.82800429999998,5700000000,32710000,"DKI Jakarta,Jakarta Selatan,Cipete","Rumah Minimalis di Cipete, Jakarta Selatan ~ Siap Huni, Cipete, Jakarta Selatan","-6.175445,106.82800429999998","RW 02, Gambir, Jakarta Pusat, JKT, 10110, NKRI",10110
"Kemang, Jakarta Selatan",-6.175445,106.82800429999998,6000000000,34430000,"DKI Jakarta,Jakarta Selatan,Kemang","Rumah di Kemang, Ampera, Jakarta Selatan ~ Dalam Townhouse ~ Shared Pool, Kemang, Jakarta Selatan","-6.175445,106.82800429999998","RW 02, Gambir, Jakarta Pusat, JKT, 10110, NKRI",10110
"Kemang, Jakarta Selatan",-6.175445,106.82800429999998,5200000000,29840000,"DKI Jakarta,Jakarta Selatan,Kemang","Rumah di Kemang, Jeruk Purut, Jakarta ~ Dalam Townhouse ~ Swimming Pool, Kemang, Jakarta Selatan","-6.175445,106.82800429999998","RW 02, Gambir, Jakarta Pusat, JKT, 10110, NKRI",10110
"Pondok Labu, Jakarta Selatan",-6.1767642,106.82712909999998,3100000000,19540000,"DKI Jakarta,Jakarta Selatan,Pondok Labu","Pondok Labu Green Garden, Pondok Labu, Jakarta Selatan","-6.1767642,106.82712909999998","RW 02, Gambir, Jakarta Pusat, JKT, 10110, NKRI",10110
"Tebet, Jakarta Selatan",-6.175445,106.82800429999998,4050000000,23240000,"DKI Jakarta,Jakarta Selatan,Tebet","Tebet rumah dalam komplek Tebet Jakarta Selatan, Tebet, Jakarta Selatan","-6.175445,106.82800429999998","RW 02, Gambir, Jakarta Pusat, JKT, 10110, NKRI",10110
"Larangan, Tangerang",None,None,5020000000,None,"Banten,Tangerang,Larangan",Clover Hill Residence,,,
"Lebak Bulus, Jakarta Selatan",-6.312266999999999,106.80392469999992,2850000000,16350000,"DKI Jakarta,Jakarta Selatan,Lebak Bulus","Lebak Bulus Rumah Murah Siap Huni, Lebak Bulus, Jakarta Selatan","-6.312266999999999,106.80392469999992","Jalan Tol Antasari-Depok, RT 08, RW 03, Pondok Labu, Cilandak, Jakarta Selatan, JKT, 12450, NKRI",12450
"Kemang, Jakarta Selatan",None,None,7300000000,41890000,"DKI Jakarta,Jakarta Selatan,Kemang","Kemang/Ampera-Townhouse Best Price, Kemang, Jakarta Selatan",,,
"Karet, Jakarta Selatan",-6.213467,106.825198,11000000000,63120000,"DKI Jakarta,Jakarta Selatan,Karet","Best Invest! Kost Exclusive Karet-Setiabudi, Karet, Jakarta Selatan","-6.213467,106.825198","RW 02, Karet, Setiabudi, Jakarta Selatan, JKT, 12910, NKRI",12910
"Kemang, Jakarta Selatan",None,None,36000000000,206570000,"DKI Jakarta,Jakarta Selatan,Kemang","Luxurious Kemang Dalam Best Price!, Kemang, Jakarta Selatan",,,
"Kemang, Jakarta Selatan",-6.266939,106.824098,19500000000,111890000,"DKI Jakarta,Jakarta Selatan,Kemang","Kemang Dalam-Murah! Rumah Mewah Modern Classic, Kemang, Jakarta Selatan","-6.266939,106.824098","Gang Jawara, RW 03, Bangka, Mampang Prapatan, Jakarta Selatan, JKT, 12730, NKRI",12730
"Bintaro, Jakarta Selatan",-6.175445,106.82800429999998,700000000,4020000,"DKI Jakarta,Jakarta Selatan,Bintaro","Rumah Murah Terbaik 2 Lantai di Bintaro, Bintaro, Jakarta Selatan","-6.175445,106.82800429999998","RW 02, Gambir, Jakarta Pusat, JKT, 10110, NKRI",10110
"Kemang, Jakarta Selatan",None,None,60000000000,344290000,"DKI Jakarta,Jakarta Selatan,Kemang","Rumah di kemang,super mewah,semi furnished~1500m2, Kemang, Jakarta Selatan",,,
"Kemang, Jakarta Selatan",-6.2632677,106.8159879,26000000000,149190000,"DKI Jakarta,Jakarta Selatan,Kemang","KEMANG - TOWNHOUSE ELEGANT DENGAN DESIGN UNIK DAN EXCLUSIVE, Kemang, Jakarta Selatan","-6.2632677,106.8159879","Jalan Kemang Selatan, RW 02, Bangka, Mampang Prapatan, Jakarta Selatan, JKT, 12730, NKRI",12730
"Puri Indah, Jakarta Barat",-6.188858,106.73926440000002,6812000000,39090000,"DKI Jakarta,Jakarta Barat,Puri Indah","Apartment St.Moritz New Ambassador 06A1 (262sqm, 4 kamar) setelah interior Sky Lofts 2 lantai, Puri Indah Jakarta Barat MURAH, Puri Indah, Jakarta Barat","-6.188858,106.73926440000002","Lippo Mall Puri (Skybridge Area), Jalan Puri Elok 1, RW 02, Kembangan Selatan, Kembangan, Jakarta Barat, JKT, 11610, NKRI",11610
"Kebayoran Baru, Jakarta Selatan",-6.243295,106.80204600000002,22500000000,129110000,"DKI Jakarta,Jakarta Selatan,Kebayoran Baru","Brawijaya-Murah! Lokasi depan Taman, Kebayoran Baru, Jakarta Selatan","-6.243295,106.80204600000002","Terminal Bus Kota Blok M, Jalan Terminal Blok M, RW 01, Kebayoran Baru, Melawai, Kebayoran Baru, Jakarta Selatan, JKT, 12130, NKRI",12130
"Cipete, Jakarta Selatan",-6.270492,106.811175,17500000000,100420000,"DKI Jakarta,Jakarta Selatan,Cipete","Luxurious Modern Classic dekat MRT dalam komplek, Cipete, Jakarta Selatan","-6.270492,106.811175","Jalan H. Abu, RW 07, Cipete Selatan, Cilandak, Jakarta Selatan, JKT, 12410, NKRI",12410
"Kemang, Jakarta Selatan",-6.175445,106.82800429999998,38000000000,218050000,"DKI Jakarta,Jakarta Selatan,Kemang","Rumah di Kemang, Jakarta Selatan ~ Swimming Pool, Kemang, Jakarta Selatan","-6.175445,106.82800429999998","RW 02, Gambir, Jakarta Pusat, JKT, 10110, NKRI",10110
"Kemayoran, Jakarta Pusat",-6.1767642,106.82712909999998,3700000000,21230000,"DKI Jakarta,Jakarta Pusat,Kemayoran","The Royale Springhill 3+1br Golf View, Kemayoran, Jakarta Pusat","-6.1767642,106.82712909999998","RW 02, Gambir, Jakarta Pusat, JKT, 10110, NKRI",10110
"Cipete, Jakarta Selatan",-6.175445,106.82800429999998,13000000000,74600000,"DKI Jakarta,Jakarta Selatan,Cipete","Rumah di Cipete, Jakarta Selatan ~ Swimming Pool ~ Gazebo, Cipete, Jakarta Selatan","-6.175445,106.82800429999998","RW 02, Gambir, Jakarta Pusat, JKT, 10110, NKRI",10110
"Pantai Indah Kapuk, Jakarta Utara",-6.1236503,106.75316180000004,2800000000,16070000,"DKI Jakarta,Jakarta Utara,Pantai Indah Kapuk","Rumah Puri Mansion uk 6x15. 90m2, Renov, Rapi, Siap Huni!, Pantai Indah Kapuk, Jakarta Utara","-6.1236503,106.75316180000004","Jalan Pantai Indah Timur, RT 01, RW 06, Kapuk Muara, Penjaringan, Jakarta Utara, JKT, 14470, NKRI",14470
"Menteng, Jakarta Pusat",-6.196425,106.83767,40000000000,229530000,"DKI Jakarta,Jakarta Pusat,Menteng","House di Jalan Lembang-- Menteng Jakarta Pusat, Menteng, Jakarta Pusat","-6.196425,106.83767","TK Semai Benih Bangsa & PAUD Mekar, Jalan Sutan Syahrir, RW 05, Menteng, Jakarta Pusat, JKT, 10320, NKRI",10320
"Pancoran, Jakarta Selatan",-6.256263000000001,106.85110199999997,9500000000,54510000,"DKI Jakarta,Jakarta Selatan,Pancoran","Ligamas Pancoran,dlm kompleks lingkungan bagus, jalan lebar, 5mnt dari patung pancoran  dan tol dlm kota, Pancoran, Jakarta Selatan","-6.256263000000001,106.85110199999997","Kalibata City, RW 04, Rawajati, Pancoran, Jakarta Selatan, JKT, 12750, NKRI",12750
"Kemang, Jakarta Selatan",-6.175445,106.82800429999998,17984000000,103200000,"DKI Jakarta,Jakarta Selatan,Kemang","Rumah Lama Hitung Tanah Murahhhhhhhh......., Kemang, Jakarta Selatan","-6.175445,106.82800429999998","RW 02, Gambir, Jakarta Pusat, JKT, 10110, NKRI",10110
"Pondok Indah, Jakarta Selatan",-6.2775326,106.7794935,27000000000,154930000,"DKI Jakarta,Jakarta Selatan,Pondok Indah","PONDOK INDAH, Pondok Indah, Jakarta Selatan","-6.2775326,106.7794935","Jalan Alam Asri II, RW 16, Pondok Pinang, Kebayoran Lama, Jakarta Selatan, JKT, 12310, NKRI",12310
"Pondok Indah, Jakarta Selatan",-6.275391399999999,106.7820365,18000000000,103290000,"DKI Jakarta,Jakarta Selatan,Pondok Indah","Pondok Indah Gedung Hijau luas 428m tenang, Pondok Indah, Jakarta Selatan","-6.275391399999999,106.7820365","Metro Alam III, Jalan Metro Pondok Indah, RW 03, Pondok Pinang, Kebayoran Lama, Jakarta Selatan, JKT, 12310, NKRI",12310
"Kemang, Jakarta Selatan",-6.266939,106.824098,16500000000,94680000,"DKI Jakarta,Jakarta Selatan,Kemang","Kemang - Murah!! Rumah 1 lantai dekat Kemang Dalam, Kemang, Jakarta Selatan","-6.266939,106.824098","Gang Jawara, RW 03, Bangka, Mampang Prapatan, Jakarta Selatan, JKT, 12730, NKRI",12730
"Cipete, Jakarta Selatan",-6.270492,106.811175,6700000000,38450000,"DKI Jakarta,Jakarta Selatan,Cipete","Modern House, Cipete, Jakarta Selatan","-6.270492,106.811175","Jalan H. Abu, RW 07, Cipete Selatan, Cilandak, Jakarta Selatan, JKT, 12410, NKRI",12410
"Cipete, Jakarta Selatan",-6.175445,106.82800429999998,4999999999,30410000,"DKI Jakarta,Jakarta Selatan,Cipete","Rumah di Cipete utara dlm Town House, lokasi tenang , bebas banjir&amp; strategis, Cipete, Jakarta Selatan","-6.175445,106.82800429999998","RW 02, Gambir, Jakarta Pusat, JKT, 10110, NKRI",10110
"Kemang, Jakarta Selatan",-6.175445,106.82800429999998,24000000000,137720000,"DKI Jakarta,Jakarta Selatan,Kemang","#Rumah Murah @ Kemang Dalam di Hoek, lokasi Premium Harga Tanah saja, Kemang, Jakarta Selatan","-6.175445,106.82800429999998","RW 02, Gambir, Jakarta Pusat, JKT, 10110, NKRI",10110
"Pondok Indah, Jakarta Selatan",-6.275391399999999,106.7820365,28000000000,160670000,"DKI Jakarta,Jakarta Selatan,Pondok Indah","@Pondok Indah Rumah 3 lantai  Mewah Desain Modern Clasicc, Pondok Indah, Jakarta Selatan","-6.275391399999999,106.7820365","Metro Alam III, Jalan Metro Pondok Indah, RW 03, Pondok Pinang, Kebayoran Lama, Jakarta Selatan, JKT, 12310, NKRI",12310
"Senen, Jakarta Pusat",-6.173844000000001,106.85074199999997,24000000000,137720000,"DKI Jakarta,Jakarta Pusat,Senen","Kost 105 kamar Full okupansi, Senen, Jakarta Pusat","-6.173844000000001,106.85074199999997","RW 10, Bungur, Senen, Jakarta Pusat, JKT, 10530, NKRI",10530
"Cibubur, Jakarta Timur",-6.175445,106.82800429999998,985000000,5650000,"DKI Jakarta,Jakarta Timur,Cibubur","Perumahan Mewah Strategis Dekat LRT Cibubur dan Exit Toll Cibubur, Cibubur, Jakarta Timur","-6.175445,106.82800429999998","RW 02, Gambir, Jakarta Pusat, JKT, 10110, NKRI",10110
"Kemang, Jakarta Selatan",None,None,24000000000,137720000,"DKI Jakarta,Jakarta Selatan,Kemang","A beautiful house!, Kemang, Jakarta Selatan",,,
"Kemang, Jakarta Selatan",-6.175445,106.82800429999998,6800000000,39020000,"DKI Jakarta,Jakarta Selatan,Kemang","Rumah Townhouse di Kemang, Ampera, Jakarta Selatan, Kemang, Jakarta Selatan","-6.175445,106.82800429999998","RW 02, Gambir, Jakarta Pusat, JKT, 10110, NKRI",10110
"Jati Asih, Bekasi",-6.289566499999999,106.96440059999998,695000000,3990000,"Jawa Barat,Bekasi,Jati Asih","Rumah Murah Mewah startegis 5 menit dari pintu toll, Jati Asih, Bekasi","-6.289566499999999,106.96440059999998","Komplek Pemda Jatiasih, Jatiasih, Jabar, 17424, NKRI",17424
"Kemang, Jakarta Selatan",-6.266939,106.82409800000005,21000000000,120500000,"DKI Jakarta,Jakarta Selatan,Kemang","@ KEMANG ~ T/B : 435/650 ~ BRAND NEW ~ KLASIK, Kemang, Jakarta Selatan","-6.266939,106.82409800000005","Gang Jawara, RW 03, Bangka, Mampang Prapatan, Jakarta Selatan, JKT, 12730, NKRI",12730
"Cilandak, Jakarta Selatan",None,None,15500000000,88940000,"DKI Jakarta,Jakarta Selatan,Cilandak","@ CILANDAK KKO ~ T/B : 750/600 ~  KOMPLEK ~ DEPAN TAMAN, Cilandak, Jakarta Selatan",,,
